time,x,temperature
1.0,0.0,-0.0079699755
1.0,0.07142857142857142,0.13173333
1.0,0.14285714285714285,0.27950463
1.0,0.21428571428571427,0.43666163
1.0,0.2857142857142857,0.5996313
1.0,0.3571428571428571,0.75283885
1.0,0.42857142857142855,0.8670826
1.0,0.5,0.91015816
1.0,0.5714285714285714,0.8651366
1.0,0.6428571428571428,0.7440651
1.0,0.7142857142857142,0.58444554
1.0,0.7857142857142857,0.4238888
1.0,0.8571428571428571,0.27570215
1.0,0.9285714285714285,0.13370574
1.0,1.0,-0.008633614
2.0,0.0,-0.0073051453
2.0,0.07142857142857142,0.13224983
2.0,0.14285714285714285,0.27973205
2.0,0.21428571428571427,0.4364425
2.0,0.2857142857142857,0.59884065
2.0,0.3571428571428571,0.7514441
2.0,0.42857142857142855,0.8651785
2.0,0.5,0.9079748
2.0,0.5714285714285714,0.86304986
2.0,0.6428571428571428,0.7425617
2.0,0.7142857142857142,0.58390546
2.0,0.7857142857142857,0.4242675
2.0,0.8571428571428571,0.27653876
2.0,0.9285714285714285,0.13451222
2.0,1.0,-0.008092821
3.0,0.0,-0.006659627
3.0,0.07142857142857142,0.13275164
3.0,0.14285714285714285,0.27995163
3.0,0.21428571428571427,0.4362244
3.0,0.2857142857142857,0.59805983
3.0,0.3571428571428571,0.7500668
3.0,0.42857142857142855,0.86329746
3.0,0.5,0.90581834
3.0,0.5714285714285714,0.8609924
3.0,0.6428571428571428,0.74108624
3.0,0.7142857142857142,0.583385
3.0,0.7857142857142857,0.42465106
3.0,0.8571428571428571,0.27736583
3.0,0.9285714285714285,0.1353023
3.0,1.0,-0.007568419
4.0,0.0,-0.006033659
4.0,0.07142857142857142,0.13323873
4.0,0.14285714285714285,0.28016335
4.0,0.21428571428571427,0.4360067
4.0,0.2857142857142857,0.5972885
4.0,0.3571428571428571,0.74870646
4.0,0.42857142857142855,0.861439
4.0,0.5,0.9036883
4.0,0.5714285714285714,0.8589635
4.0,0.6428571428571428,0.73963803
4.0,0.7142857142857142,0.58288324
4.0,0.7857142857142857,0.42503855
4.0,0.8571428571428571,0.27818272
4.0,0.9285714285714285,0.13607553
4.0,1.0,-0.00706017
5.0,0.0,-0.005427301
5.0,0.07142857142857142,0.1337106
5.0,0.14285714285714285,0.28036642
5.0,0.21428571428571427,0.43578905
5.0,0.2857142857142857,0.59652585
5.0,0.3571428571428571,0.7473625
5.0,0.42857142857142855,0.8596026
5.0,0.5,0.90158415
5.0,0.5714285714285714,0.8569627
5.0,0.6428571428571428,0.7382163
5.0,0.7142857142857142,0.5823994
5.0,0.7857142857142857,0.42542908
5.0,0.8571428571428571,0.27898902
5.0,0.9285714285714285,0.1368317
5.0,1.0,-0.0065683126
6.0,0.0,-0.0048407316
6.0,0.07142857142857142,0.13416699
6.0,0.14285714285714285,0.28056073
6.0,0.21428571428571427,0.4355709
6.0,0.2857142857142857,0.5957715
6.0,0.3571428571428571,0.7460344
6.0,0.42857142857142855,0.85778755
6.0,0.5,0.8995055
6.0,0.5714285714285714,0.8549893
6.0,0.6428571428571428,0.7368202
6.0,0.7142857142857142,0.5819328
6.0,0.7857142857142857,0.42582208
6.0,0.8571428571428571,0.27978423
6.0,0.9285714285714285,0.13757086
6.0,1.0,-0.006092727
7.0,0.0,-0.0042738914
7.0,0.07142857142857142,0.13460773
7.0,0.14285714285714285,0.2807459
7.0,0.21428571428571427,0.43535164
7.0,0.2857142857142857,0.59502476
7.0,0.3571428571428571,0.74472165
7.0,0.42857142857142855,0.85599357
7.0,0.5,0.89745164
7.0,0.5714285714285714,0.85304284
7.0,0.6428571428571428,0.7354491
7.0,0.7142857142857142,0.5814822
7.0,0.7857142857142857,0.42621663
7.0,0.8571428571428571,0.28056774
7.0,0.9285714285714285,0.13829249
7.0,1.0,-0.0056335926
8.0,0.0,-0.0037269592
8.0,0.07142857142857142,0.13503253
8.0,0.14285714285714285,0.28092128
8.0,0.21428571428571427,0.43513086
8.0,0.2857142857142857,0.59428525
8.0,0.3571428571428571,0.7434236
8.0,0.42857142857142855,0.85422003
8.0,0.5,0.8954221
8.0,0.5714285714285714,0.8511226
8.0,0.6428571428571428,0.73410225
8.0,0.7142857142857142,0.58104694
8.0,0.7857142857142857,0.426612
8.0,0.8571428571428571,0.2813393
8.0,0.9285714285714285,0.13899639
8.0,1.0,-0.005190611
9.0,0.0,-0.003200233
9.0,0.07142857142857142,0.13544124
9.0,0.14285714285714285,0.28108674
9.0,0.21428571428571427,0.4349082
9.0,0.2857142857142857,0.59355235
9.0,0.3571428571428571,0.7421398
9.0,0.42857142857142855,0.85246646
9.0,0.5,0.8934165
9.0,0.5714285714285714,0.849228
9.0,0.6428571428571428,0.7327789
9.0,0.7142857142857142,0.58062625
9.0,0.7857142857142857,0.42700735
9.0,0.8571428571428571,0.2820981
9.0,0.9285714285714285,0.13968268
9.0,1.0,-0.004763961
10.0,0.0,-0.002693534
10.0,0.07142857142857142,0.13583353
10.0,0.14285714285714285,0.281242
10.0,0.21428571428571427,0.43468314
10.0,0.2857142857142857,0.5928256
10.0,0.3571428571428571,0.7408697
10.0,0.42857142857142855,0.8507323
10.0,0.5,0.8914341
10.0,0.5714285714285714,0.84735847
10.0,0.6428571428571428,0.7314782
10.0,0.7142857142857142,0.5802191
10.0,0.7857142857142857,0.42740214
10.0,0.8571428571428571,0.282844
10.0,0.9285714285714285,0.14035103
10.0,1.0,-0.004354
11.0,0.0,-0.0022071004
11.0,0.07142857142857142,0.13620931
11.0,0.14285714285714285,0.28138652
11.0,0.21428571428571427,0.43445513
11.0,0.2857142857142857,0.5921044
11.0,0.3571428571428571,0.7396129
11.0,0.42857142857142855,0.8490172
11.0,0.5,0.8894745
11.0,0.5714285714285714,0.84551334
11.0,0.6428571428571428,0.73019946
11.0,0.7142857142857142,0.5798248
11.0,0.7857142857142857,0.42779556
11.0,0.8571428571428571,0.28357646
11.0,0.9285714285714285,0.14100125
11.0,1.0,-0.0039601326
12.0,0.0,-0.0017408729
12.0,0.07142857142857142,0.1365684
12.0,0.14285714285714285,0.28152016
12.0,0.21428571428571427,0.43422386
12.0,0.2857142857142857,0.5913882
12.0,0.3571428571428571,0.73836863
12.0,0.42857142857142855,0.84732044
12.0,0.5,0.8875371
